document_id,set,kind,story_url,story_file_size,wiki_url,wiki_title,story_word_count,story_start,story_end
042bb7019f583cebe3290795149fdc70412ad813,valid,movie,http://www.imsdb.com/scripts/Birthday-Girl.html,186904,http://en.wikipedia.org/wiki/Birthday_Girl,Birthday Girl,21429,BIRTHDAY GIRL Screenplay,. THE END
0434145d9284423a36a714fc55246ed0bdc39a82,train,movie,http://www.imsdb.com/scripts/Marty.html,223612,http://en.wikipedia.org/wiki/Marty_(film),Marty (film),25021,MARTY Written by,. THE END
04954299c7b6bdc7b31b951bc0daa277353576a9,test,gutenberg,http://www.gutenberg.org/ebooks/35542.txt.utf-8,72475,http://en.wikipedia.org/wiki/Mrs._Frisby_and_the_Rats_of_NIMH,Mrs. Frisby and the Rats of NIMH,13074,Produced by Erica,new eBooks .
04c16e307a71d8af0af39d10542144f7c059f17c,train,gutenberg,http://www.gutenberg.org/files/50922/50922-0.txt,349921,http://en.wikipedia.org/wiki/Perpetual_Peace:_A_Philosophical_Sketch,Perpetual Peace: A Philosophical Sketch,66617,Produced by Turgut,new eBooks .
04d0a3d15a1e39a94524a3958e433a88ca01fdf9,test,gutenberg,http://www.gutenberg.org/ebooks/21558.txt.utf-8,644705,http://en.wikipedia.org/wiki/The_Children_of_the_New_Forest,The Children of the New Forest,136274,Produced by Nick,new eBooks .
04dc9134485dee27252734f24c2a3b3dd397b8a4,train,movie,http://www.imsdb.com/scripts/Fargo.html,122062,http://en.wikipedia.org/wiki/Fargo_(film),Fargo (film),21290,if ( window,fade out .
04ef491311759e1e853f9c7fc7e8c946c6eab31b,test,movie,http://www.imsdb.com/scripts/Rescuers-Down-Under%2C-The.html,75603,http://en.wikipedia.org/wiki/The_Rescuers_Down_Under,The Rescuers Down Under,14230,( c ),@ informatik.uni-frankfurt.de )
05000d20b404b4f3c6c34127dc3836fecad8f134,train,gutenberg,http://www.gutenberg.org/files/47604/47604-0.txt,161830,http://en.wikipedia.org/wiki/The_Belle's_Stratagem,The Belle's Stratagem,34009,E-text prepared by,new eBooks .
0507acab5483574fd74d15921e6a7de500413ca8,test,gutenberg,http://www.gutenberg.org/ebooks/18558.txt.utf-8,112118,http://en.wikipedia.org/wiki/The_Second_Shepherds'_Play,The Second Shepherds' Play,23504,Produced by Al,FULL LICENSE ***
050f88f6c8fed44ecbd7658b0f450fb705ce368d,train,movie,http://www.imsdb.com/scripts/Crouching-Tiger%2C-Hidden-Dragon.html,83428,"http://en.wikipedia.org/wiki/Crouching_Tiger,_Hidden_Dragon","Crouching Tiger, Hidden Dragon",14138,"Crouching Tiger ,",Banner -- >
053c75f420da5b13619eff42645f4e13882435b7,test,movie,http://www.imsdb.com/scripts/Breakfast-Club%2C-The.html,147290,http://en.wikipedia.org/wiki/The_Breakfast_Club,The Breakfast Club,16908,if ( window,... Ally Sheedy
0540453463a383489fdcdbb41ae4264e5ca866a2,train,gutenberg,http://www.gutenberg.org/ebooks/50736.txt.utf-8,418208,http://en.wikipedia.org/wiki/Address:_Centauri,Address: Centauri,84792,Produced by Greg,new eBooks .
0567cf66eee97d900ee7b9a01e64fdf5d406c685,train,movie,http://www.imsdb.com/scripts/Snow-White-and-the-Huntsman.html,249836,http://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman,Snow White and the Huntsman,31960,SNOW WHITE AND,he belonged .
05c77e71c5f919af1ae72442febd204b03563f93,train,gutenberg,http://www.gutenberg.org/ebooks/383.txt.utf-8,153030,http://en.wikipedia.org/wiki/She_Stoops_to_Conquer,She Stoops to Conquer,32845,Produced by G.,new eBooks .
05c794b3a1c52d3716f8b7c2b4de77df7ea65748,train,movie,http://www.imsdb.com/scripts/Drag-Me-to-Hell.html,159105,http://en.wikipedia.org/wiki/Drag_Me_to_Hell,Drag Me to Hell,21460,DRAG ME TO,. THE END
05d2346e34d9a4140e0d30ee311c21aab82bc850,train,gutenberg,http://www.gutenberg.org/ebooks/6422.txt.utf-8,623417,http://en.wikipedia.org/wiki/Captain_Singleton,Captain Singleton,133823,Produced by Tom,new eBooks .
05f1a40c41101a714a3ace0359d4a550d908742e,train,gutenberg,http://www.gutenberg.org/ebooks/154.txt.utf-8,733216,http://en.wikipedia.org/wiki/The_Rise_of_Silas_Lapham,The Rise of Silas Lapham,156776,Produced by John,new eBooks .
0619e886fb3167a3d70f4d191754a82b3f9ecf7f,train,gutenberg,http://www.gutenberg.org/ebooks/17460.txt.utf-8,1500137,http://en.wikipedia.org/wiki/Lorna_Doone,Lorna Doone,325577,Produced by David,new eBooks .
061c5dd1dc117e3161f1f0a7794b807932ef4675,train,movie,http://www.imsdb.com/scripts/Hospital%2C-The.html,307730,http://en.wikipedia.org/wiki/The_Hospital,The Hospital,34726,THE HOSPITAL Written,. THE END
062b9c326df5cbf93aa78e36f76f72c690fd4e0a,train,movie,http://www.imsdb.com/scripts/Crime-Spree.html,290773,http://en.wikipedia.org/wiki/Crime_Spree,Crime Spree,29919,CRIME SPREE Written,... FREEZE FRAME
069ba0ceb78ef8fe8a193b7b4f225938f2044f0c,test,movie,http://www.dailyscript.com/scripts/demolition-man_production.html,238359,http://en.wikipedia.org/wiki/Demolition_Man_(film),Demolition Man (film),32723,DEMOLITION MAN Participating,. THE END
06b1c16f9343dfe145570e28e0fe81ddc66cf1ea,test,gutenberg,http://www.gutenberg.org/ebooks/31422.txt.utf-8,284582,http://en.wikipedia.org/wiki/The_Kempton-Wace_Letters,The Kempton-Wace Letters,57549,Produced by Curtis,new eBooks .
07115dadb9d1831d9a0951dd1c392587dfcae9df,train,gutenberg,http://www.gutenberg.org/ebooks/45133.txt.utf-8,588937,http://en.wikipedia.org/wiki/The_Helpers,The Helpers,122286,Produced by Suzanne,new eBooks .
0751de79bc881dbad592bd427a0c2fe65ed3618f,train,gutenberg,http://www.gutenberg.org/ebooks/3807.txt.utf-8,663855,http://en.wikipedia.org/wiki/The_Different_Forms_of_Flowers_on_Plants_of_the_Same_Species,The Different Forms of Flowers on Plants of the Same Species,119731,This Etext prepared,Charles Darwin .
076acafe2eb72ccf6e894bbb4b8b318f4cf3c58d,train,movie,http://www.imsdb.com/scripts/Bourne-Ultimatum%2C-The.html,205392,http://en.wikipedia.org/wiki/The_Bourne_Ultimatum_(film),The Bourne Ultimatum (film),24210,THE BOURNE ULTIMATUM,104 THE END
0772d79247ec3faf8f25765d731b0310a30517ff,train,movie,http://www.imsdb.com/scripts/Star-Wars-The-Force-Awakens.html,244020,http://en.wikipedia.org/wiki/Star_Wars:_The_Force_Awakens,Star Wars: The Force Awakens,32086,STAR WARS :,... THE END
08172f313a4053b150a6c20310b6ee58f6968b76,train,movie,http://www.imsdb.com/scripts/Mulan.html,107374,http://en.wikipedia.org/wiki/Mulan_(1998_film),Mulan (1998 film),21481,Disney s Mulan,The End ]
08373775c3d82d8bbf4ff286a3a0076a3627c652,valid,movie,http://www.imsdb.com/scripts/Green-Mile%2C-The.html,306911,http://en.wikipedia.org/wiki/The_Green_Mile_(film),The Green Mile (film),37597,T H E,-- -- --
084e3e9625f032d6fc7454e94841a6045a0454e8,train,gutenberg,http://www.gutenberg.org/ebooks/42529.txt.utf-8,1058409,http://en.wikipedia.org/wiki/Dariel,Dariel,226579,Produced by sp1nd,new eBooks .
087c29795e06ed5b8e29361606c12b6390db9270,valid,movie,http://www.imsdb.com/scripts/Tourist%2C-The.html,200388,http://en.wikipedia.org/wiki/The_Tourist_(2010_film),The Tourist (2010 film),23207,THE TOURIST Written,. THE END
08a5821c3e1845f6112f2114e61b717ca8ee79ac,valid,movie,http://www.imsdb.com/scripts/Ghostbusters-2.html,165318,http://en.wikipedia.org/wiki/Ghostbusters_II,Ghostbusters II,28216,Ghostbusters II by,. THE END
08ac6c0dca91fee93d27c7caf85bb57e17d4fc46,test,movie,http://www.imsdb.com/scripts/Dry-White-Season%2C-A.html,320638,http://en.wikipedia.org/wiki/A_Dry_White_Season,A Dry White Season,42211,A DRY WHITE,DISSOLVE TO BLACK:
08c3429e9717bc663bc5f41cd3a2c701c222ed2f,test,gutenberg,http://www.gutenberg.org/ebooks/45264.txt.utf-8,26162,http://en.wikipedia.org/wiki/The_Tale_of_Two_Bad_Mice,The Tale of Two Bad Mice,4516,Produced by David,new eBooks .
08c82f15d7abcf717059f263e25c56adccefb12a,train,gutenberg,http://www.gutenberg.org/ebooks/14407.txt.utf-8,27169,http://en.wikipedia.org/wiki/The_Tale_of_Benjamin_Bunny,The Tale of Benjamin Bunny,4724,Produced by Robert,new eBooks .
08de5678977bbbefcebc7e2abb04e402539b90e0,test,movie,http://www.imsdb.com/scripts/Chasing-Amy.html,167816,http://en.wikipedia.org/wiki/Chasing_Amy,Chasing Amy,29209,if ( window,on . END
09333c7d604bd412e6aef5d3e56b046ed301c5e5,test,gutenberg,http://www.gutenberg.org/ebooks/2347.txt.utf-8,52387,http://en.wikipedia.org/wiki/The_Adventure_of_the_Dying_Detective,The Adventure of the Dying Detective,10162,Produced by David,new eBooks .
09355a61a4d84807f9533f31d3263809cc486b6b,train,gutenberg,http://www.gutenberg.org/ebooks/23053.txt.utf-8,20112,http://en.wikipedia.org/wiki/Night_of_the_Living_Dead,Night of the Living Dead,3322,This is the,new eBooks .
09809dc4e1e63a28e32c8182d8493667a91b54a3,test,gutenberg,http://www.gutenberg.org/ebooks/17089.txt.utf-8,29068,http://en.wikipedia.org/wiki/The_Tale_of_Mrs._Tittlemouse,The Tale of Mrs. Tittlemouse,5111,Produced by Robert,new eBooks .
09c9afb4abbd6064c1f26c3632edbe6d92a34206,valid,movie,http://www.imsdb.com/scripts/American%2C-The.html,215239,http://en.wikipedia.org/wiki/The_American_(2010_film),The American (2010 film),28192,THE AMERICAN Written,THE END .
0a133d2f741f023f11260893729c5dc63f9ef89a,train,movie,http://www.imsdb.com/scripts/Aliens.html,277069,http://en.wikipedia.org/wiki/Aliens_(film),Aliens (film),34072,if ( window,OUT THE END
0a93e857113efca05c6274e7af3ba4f03a023b9f,train,movie,http://www.imsdb.com/scripts/Panic-Room.html,186390,http://en.wikipedia.org/wiki/Panic_Room,Panic Room,28491,if ( window,FADE OUT .
0ac0e7c55534399855675cf41872ae6c5a8a32dd,valid,gutenberg,http://www.gutenberg.org/ebooks/24020.txt.utf-8,1316871,http://en.wikipedia.org/wiki/Romola,Romola,262741,Produced by Nick,new eBooks .
0ae0524cd381087ff94afe5d3fcd807f1708e488,valid,gutenberg,http://www.gutenberg.org/ebooks/1230.txt.utf-8,67444,http://en.wikipedia.org/wiki/Pierre_Grassou,Pierre Grassou,12508,Produced by John,new eBooks .
0ae341b4a133b8102f5964dc6b9480a40063c44a,train,movie,http://www.imsdb.com/scripts/Three-Kings.html,233583,http://en.wikipedia.org/wiki/Three_Kings_(1999_film),Three Kings (1999 film),31087,"Three Kings ,",was missing .
0b5d946ecfbdeb6629ae3f8cd42f4c499892e4ce,train,gutenberg,http://www.gutenberg.org/ebooks/1680.txt.utf-8,144833,http://en.wikipedia.org/wiki/La_Maison_du_chat-qui-pelote,La Maison du chat-qui-pelote,27803,Produced by John,new eBooks .
0b738a9a5aa340036c40877bc86ac49e102cc5f8,train,gutenberg,http://www.gutenberg.org/ebooks/21873.txt.utf-8,339812,http://en.wikipedia.org/wiki/Planet_of_the_Damned,Planet of the Damned,68137,Produced by Greg,new eBooks .
0b9c36c9ed7054b8879daec163f52d1491264a55,train,gutenberg,http://www.gutenberg.org/ebooks/6753.txt.utf-8,321776,http://en.wikipedia.org/wiki/Psmith_in_the_City,Psmith in the City,66402,Produced by Suzanne,new eBooks .
0b9f563bad33316d94f4f339fb151a4b33f25c3f,train,movie,http://www.imsdb.com/scripts/2001-A-Space-Odyssey.html,144881,http://en.wikipedia.org/wiki/2001:_A_Space_Odyssey_(film),2001: A Space Odyssey (film),19117,2001 : A,END OF FILE
0bae1f959cf453f77d465ab3d7de58735c3cea38,train,movie,http://www.imsdb.com/scripts/Top-Gun.html,187702,http://en.wikipedia.org/wiki/Top_Gun,Top Gun,30866,if ( window,"19 , 1985"
0bb7c49bd644d0a4c0ea9fd6239e84c07013a811,train,gutenberg,http://www.gutenberg.org/ebooks/34280.txt.utf-8,335879,http://en.wikipedia.org/wiki/Lightnin'_(play),Lightnin' (play),69129,Produced by Barbara,new eBooks .
0bc7352d6a0e678c0d8acc57c0c1cc3466fe9ef7,train,movie,http://www.awesomefilm.com/script/poeticjustice.html,130690,http://en.wikipedia.org/wiki/Poetic_Justice_(film),Poetic Justice (film),29336,The Poetic Justice,. THE END
0bc9bac5aa5a407fd2cca4cdefcde62ae41a98ca,train,gutenberg,http://www.gutenberg.org/ebooks/27951.txt.utf-8,186452,http://en.wikipedia.org/wiki/Policeman_Bluejay,Policeman Bluejay,37238,E-text prepared by,new eBooks .
0bd270c8c46f84a4abd99d65e2f17a9e11a7f76d,test,movie,http://www.imsdb.com/scripts/Man-on-the-Moon.html,174574,http://en.wikipedia.org/wiki/Man_on_the_Moon_(film),Man on the Moon (film),33564,Man on the,. THE END
0bec3c185ffe7f716108fce8bd4a1558d4cd4a54,train,movie,http://www.imsdb.com/scripts/Mute-Witness.html,165119,http://en.wikipedia.org/wiki/Mute_Witness,Mute Witness,28765,MUTE WITNESS (,black screen .
0bff02718921b6f106c87a5418f29553790954af,train,gutenberg,http://www.gutenberg.org/ebooks/33913.txt.utf-8,245253,http://en.wikipedia.org/wiki/The_Wonderful_Visit,The Wonderful Visit,49879,Produced by Malcolm,new eBooks .
0c112bc4c07ded9222ae308d1f20591b76aed4de,train,movie,http://www.imsdb.com/scripts/Interview-with-the-Vampire.html,155597,http://en.wikipedia.org/wiki/Interview_with_the_Vampire,Interview with the Vampire,27703,if ( window,OUT THE END
0c1274df8299049d4959ef8a1ea23a6a68e26f6e,test,movie,http://www.imsdb.com/scripts/Swordfish.html,226872,http://en.wikipedia.org/wiki/Swordfish_(film),Swordfish (film),25231,SWORDFISH by Skip,. THE END
0c159ba273b7078c2fcd87edb32016c97e699b55,train,movie,http://www.imsdb.com/scripts/White-Ribbon%2C-The.html,204488,http://en.wikipedia.org/wiki/The_White_Ribbon,The White Ribbon,36076,THE WHITE RIBBON,sing beautifully .
0c2b940512879ba35e6a0512b240ed661119d20b,train,movie,http://www.imsdb.com/scripts/Darkman.html,287408,http://en.wikipedia.org/wiki/Darkman,Darkman,31979,DARKMAN Written by,CUT TO BLACK
0c6bb0eb4a8f40ba3bdd6b1e6e86163e759d04e9,test,gutenberg,http://www.gutenberg.org/ebooks/14954.txt.utf-8,131864,http://en.wikipedia.org/wiki/Le_Cid,Le Cid,27006,Produced by David,new eBooks .
0cb3433c5ac030dba47414e2655c3c49e4f37527,train,movie,http://www.imsdb.com/scripts/Get-Carter.html,183721,http://en.wikipedia.org/wiki/Get_Carter,Get Carter,19230,GET CARTER Screenplay,: THE END
0cbfda3f5a75cbf26ba96f72e33e5559064e33ba,train,movie,http://www.imsdb.com/scripts/Platinum-Blonde.html,452455,http://en.wikipedia.org/wiki/Platinum_Blonde_(film),Platinum Blonde (film),30731,PLATINUM BLONDE Story,. THE END
0cd690f600881ef37a4e36ca79e378c733636c30,test,gutenberg,http://www.gutenberg.org/ebooks/1845.txt.utf-8,476542,http://en.wikipedia.org/wiki/Zuleika_Dobson,Zuleika Dobson,99083,Produced by Judy,new eBooks .
0d0bc01441afbec48663e3b38827e1529a287765,test,gutenberg,http://www.gutenberg.org/ebooks/5076.txt.utf-8,506816,http://en.wikipedia.org/wiki/The_Spoilers_(Beach_novel),The Spoilers (Beach novel),104972,Produced by Charles,new eBooks .
0d306f911ca339bc6ef6f484b29d30a809b08356,test,gutenberg,http://www.gutenberg.org/ebooks/10002.txt.utf-8,306892,http://en.wikipedia.org/wiki/The_House_on_the_Borderland,The House on the Borderland,65517,Produced by Suzanne,http : //www.gutenberg.net/GUTINDEX.ALL
0d6f958d03124c4176549fce64ed4e7849e351f9,train,gutenberg,http://www.gutenberg.org/ebooks/41646.txt.utf-8,1266566,http://en.wikipedia.org/wiki/Emmeline,Emmeline,249065,E-text prepared by,new eBooks .
0d95465d9d08a01d744d71e51384f301b5fd1b0f,train,movie,http://www.imsdb.com/scripts/Bourne-Identity%2C-The.html,232339,http://en.wikipedia.org/wiki/The_Bourne_Identity_(2002_film),The Bourne Identity (2002 film),27247,THE BOURNE IDENTITY,: THE END
0dac508af629caa26b065dd781244131d7ec5e2e,train,movie,http://www.imsdb.com/scripts/Alien-Resurrection.html,150614,http://en.wikipedia.org/wiki/Alien:_Resurrection,Alien: Resurrection,28032,Alien Resurrection EXT,. THE END
0dc314c260de491f65c06294183c4eff0b62a95c,train,movie,http://www.imsdb.com/scripts/Airplane-2-The-Sequel.html,284332,http://en.wikipedia.org/wiki/Airplane_II:_The_Sequel,Airplane II: The Sequel,27675,AIRPLANE 2 :,? THE END
0e386fb9ead81ac7dbda4798564ab2f7968234c8,train,gutenberg,http://www.gutenberg.org/ebooks/2276.txt.utf-8,483129,http://en.wikipedia.org/wiki/The_Private_Memoirs_and_Confessions_of_a_Justified_Sinner,The Private Memoirs and Confessions of a Justified Sinner,100440,Produced by Andreas,new eBooks .
0e453816e78ebb5abeaf4ea5dc283e1455fd57f9,train,gutenberg,http://www.gutenberg.org/ebooks/23997.txt.utf-8,257857,http://en.wikipedia.org/wiki/Eugene_Onegin,Eugene Onegin,50047,E-text prepared by,new eBooks .
0e9c46e2aaab8f794dd9e636ee6e88f301a2ef78,test,gutenberg,http://www.gutenberg.org/ebooks/553.txt.utf-8,224429,http://en.wikipedia.org/wiki/Out_of_Time's_Abyss,Out of Time's Abyss,43454,Produced by Judith,new eBooks .
0eae0c4823bd37d58a7b23798c37fd0818bad032,train,movie,http://www.imsdb.com/scripts/Sandlot-Kids%2C-The.html,292079,http://en.wikipedia.org/wiki/The_Sandlot,The Sandlot,25394,THE SANDLOT KIDS,. THE END
0ebf71697ef16b7948f05a21dbf7abb34a818380,test,gutenberg,http://www.gutenberg.org/ebooks/351.txt.utf-8,1459081,http://en.wikipedia.org/wiki/Of_Human_Bondage,Of Human Bondage,301578,OF HUMAN BONDAGE,new eBooks .
0ecd1d809dabb7dab891d9c8a9e19a5f76397d2d,valid,movie,http://www.imsdb.com/scripts/Orphan.html,245391,http://en.wikipedia.org/wiki/Orphan_(film),Orphan (film),36533,ORPHAN Written by,. THE END
0edab258db9c1e0483eeaa442e0522bdefa9d445,train,movie,http://www.imsdb.com/scripts/Silence-of-the-Lambs.html,331824,http://en.wikipedia.org/wiki/The_Silence_of_the_Lambs_(film),The Silence of the Lambs (film),38942,if ( window,OUT THE END
0edf4e67b33906e690dc45a9abae06c34ca3e13a,train,movie,http://www.imsdb.com/scripts/Defiance.html,221375,http://en.wikipedia.org/wiki/Defiance_(2008_film),Defiance (2008 film),29923,DEFIANCE Written by,OUT . www.vantageawards.com
0ef5efeecf9cddb676e5a2072bd4a04d085fe2fd,train,gutenberg,http://www.gutenberg.org/ebooks/10943.txt.utf-8,259621,http://en.wikipedia.org/wiki/Elusive_Isabel,Elusive Isabel,51769,Produced by Steven,http : //www.gutenberg.net/GUTINDEX.ALL
0f849890e27fd05b9a8683d111f489515db72ea4,train,gutenberg,http://www.gutenberg.org/ebooks/35173.txt.utf-8,133272,http://en.wikipedia.org/wiki/The_Bacchae,The Bacchae,24630,Produced by Barbara,new eBooks .
0fe1c42d024d1d3f001a9aadb400512ecbda2b9f,train,movie,http://www.imsdb.com/scripts/Punch-Drunk-Love.html,154581,http://en.wikipedia.org/wiki/Punch-Drunk_Love,Punch-Drunk Love,20053,PUNCH-DRUNK LOVE by,FADE OUT ...
0fec426130719e5a0ede16a2944f437415917462,train,gutenberg,http://www.gutenberg.org/files/2355/2355-0.txt,382660,http://en.wikipedia.org/wiki/The_Formation_of_Vegetable_Mould_through_the_Action_of_Worms,The Formation of Vegetable Mould through the Action of Worms,72284,Transcribed from the,new eBooks .
0ffdd0e4abb67f0012a68d719a2d509ee8ec643d,train,movie,http://www.imsdb.com/scripts/Heat.html,258759,http://en.wikipedia.org/wiki/Heat_(1995_film),Heat (1995 film),37149,HEAT by Michael,. THE END
105672e2bb1bcc9dd50e90822ca49a66876ac198,train,gutenberg,http://www.gutenberg.org/ebooks/1298.txt.utf-8,746397,http://en.wikipedia.org/wiki/The_Virginian_(novel),The Virginian (novel),157329,Produced by Bill,new eBooks .
10910853a653d0e6ef540a1a3cc63ef2746a798c,train,movie,http://www.imsdb.com/scripts/Salton-Sea%2C-The.html,207695,http://en.wikipedia.org/wiki/The_Salton_Sea_(2002_film),The Salton Sea (2002 film),27451,if ( window,. THE END
10b8636838cdba5f0389d9d88b2ff83194491166,train,movie,http://www.imsdb.com/scripts/Crazy%2C-Stupid%2C-Love.html,272841,"http://en.wikipedia.org/wiki/Crazy,_Stupid,_Love","Crazy, Stupid, Love",27118,"CRAZY , STUPID",. THE END
10c992498cf8bea350d6209b4b8f1d0437440694,train,movie,http://www.imsdb.com/scripts/Anonymous.html,276399,http://en.wikipedia.org/wiki/Anonymous_(film),Anonymous (film),34324,ANONYMOUS Written by,FADE OUT .
10d52d13b492d0e2319b8b5d3349ce4f9eaf26d4,train,movie,http://www.imsdb.com/scripts/Scream-3.html,131182,http://en.wikipedia.org/wiki/Scream_3,Scream 3,22987,Scream 3 -,BLACK THE END
